Name;Tracks;Scrobbles;Rank;Region
Satchy;1;1;7410;
Harrison Lipton;1;1;7411;
Björk;24;46;315;
PVA;1;1;7412;
Coucou Chloe;1;1;7413;
Beth Orton;2;2;4985;
Biig Piig;2;3;3858;
Joesef;2;2;4986;
Mereba;2;2;4987;
duendita;2;8;1919;
TOPS;11;32;456;
Wes Montgomery Trio;1;1;7414;
Elmo Hope;1;1;7415;
Charlie Parker Quartet;1;1;7416;
Frivolous;1;2;4988;
Moderat;1;1;7417;
The Brkn Record;2;3;3859;
Pearl & the Oysters;1;1;7418;
Eats Everything;1;5;2730;
YUNGMORPHEUS;3;5;2731;
tyroneisaacstuart;1;1;7419;
NEU!;1;1;7420;
Cybe;3;7;2142;
Justin Martin;2;3;3860;
Dumbo Tracks;5;29;505;
The Collective;1;1;7421;
Maarja Nuut;1;1;7422;
Grandamme;1;2;4989;
Budjerah;1;1;7423;
A Forest Mighty Black;4;6;2407;
The Dining Rooms;9;28;527;
Minus 8;5;5;2732;
Lord;4;8;1920;
Shazz;1;1;7424;
Gerardo Frisina;9;13;1217;
Barrio Jazz Gang;1;2;4990;
Σtella;10;54;270;
HEMAI;1;1;7425;
Trüby Trio;1;3;3861;
Greyboy;4;11;1448;
The Bahama Soul Club;1;2;4991;
Kevin Yost;4;26;570;
Dzihan & Kamien;1;2;4992;
Clear Path Ensemble;3;4;3175;
Jamiroquai;1;1;7426;
Bomb the Bass;1;1;7427;
Coldcut;1;1;7428;
DJ Vadim;3;3;3862;
Redeyes;1;1;7429;
The Kount;1;2;4993;
MA/SA;1;1;7430;
Cristobal Tapia de Veer;11;11;1449;
Cid Rim;1;1;7431;
Animali;1;1;7432;
Salamanda;5;37;394;
Les McCann;1;20;767;
Kaelin Ellis;2;3;3863;
Unc D;2;2;4994;
The Sure Fire Soul Ensemble;1;2;4995;
Otis McDonald;1;2;4996;
New Cool Collective;1;1;7433;
Yarni;2;14;1120;
DJ Psychiatre;2;11;1450;
Reuben Vaun Smith;5;23;667;
Tristan De Liege;3;4;3176;
Asy;1;1;7434;
Tilman;1;4;3177;
Denyl Brook;3;5;2733;
Cinthie;1;2;4997;
Romeo Louisa;1;2;4998;
Interstate;2;3;3864;
Delinquent Habits;1;20;768;
Gravediggaz;1;1;7435;
House of Pain;1;1;7436;
Artifacts;1;1;7437;
Apathy;1;1;7438;
Snoop Dogg;1;1;7439;
Gasoline;2;2;4999;
Jeru the Damaja;1;1;7440;
Max Romeo;1;1;7441;
Awon;1;1;7442;
GZA/Genius;1;1;7443;
Group Home;1;1;7444;
Chelsea Carmichael;2;4;3178;
David Sylvian;1;1;7445;
Chihei Hatakeyama;2;3;3865;
Tim Hecker;2;2;5000;
William Basinski;4;4;3179;
Igluu;1;5;2734;
Harry Mack;2;3;3866;
Traumer;1;5;2735;
Vril;9;16;989;
DJ Krush;2;7;2143;
Jazz Liberatorz;2;5;2736;
Emapea;3;8;1921;
Karmawin;2;6;2408;
Mioclono;2;7;2144;
DJ AMIGA;1;1;7446;
Vince Guaraldi Trio;2;2;5001;
Dean Martin;5;7;2145;
Tony Bennett;2;2;5002;
Judy Garland;1;1;7447;
Gene Autry;1;2;5003;
Eartha Kitt;2;2;5004;
The Ronettes;1;2;5005;
Ella Fitzgerald;2;2;5006;
Harry Belafonte;1;1;7448;
José Feliciano;1;3;3867;
Etta James;1;1;7449;
Peggy Lee;1;1;7450;
Shawn Mendes;1;1;7451;
Fluffy;1;1;7452;
Alessia Cara;1;1;7453;
Beloved Melodies;2;2;5007;
David Schultz;27;30;486;
Espen Gjelstad Gundersen;2;2;5008;
Henry Smith;3;3;3868;
Goldbæk;1;1;7454;
Adolphe Adam;1;2;5009;
Elin Porsinger;5;5;2737;
Michael Forster;1;1;7455;
Chloe Flower;1;1;7456;
Three Good Reasons;1;1;7457;
Martin Doepke;1;1;7458;
The Hated;2;2;5010;
Mike Franklyn;1;1;7459;
The Paradox;8;11;1451;
Adrian Quesada;15;42;347;
80purppp;1;1;7460;
Post Malone;1;1;7461;
Lofi Temptation;1;1;7462;
Clément Matrat;1;1;7463;
Ouska;2;2;5011;
a s t r o;1;1;7464;
Noflik;1;2;5012;
Wax Tailor;2;2;5013;
Q Funktion;1;1;7465;
Pueblo Vista;1;1;7466;
Blazo;1;1;7467;
Gyvus;1;1;7468;
mujo;1;1;7469;
Morena;1;1;7470;
In Flagranti;1;1;7471;
Akkan;1;1;7472;
Middle Sky Boom;1;1;7473;
Youkounkoun;1;1;7474;
Niv Ast;1;1;7475;
DESTIINO;1;1;7476;
Ozzy;1;1;7477;
Sebastopol;1;1;7478;
Fort Knox Five;2;2;5014;
Lack of Afro;1;1;7479;
Nuages;1;1;7480;
jamesjamesjames;1;1;7481;
Marc Brauner;1;1;7482;
Conor Harris;1;1;7483;
Riohv;1;1;7484;
Platania & Del Pra;1;1;7485;
Echo Tanker;1;1;7486;
FA.ded.AF;7;7;2146;
Ismab Adis;1;1;7487;
Mr. Norman;1;1;7488;
Lana Boleyn;1;1;7489;
Tyree;1;1;7490;
Dinozone;1;1;7491;
Gene Six;1;1;7492;
Gym Tavo Magnum;1;1;7493;
Gean Ryon;1;1;7494;
Juri Tognazzi;1;1;7495;
DIGITAL HOPKINS;1;1;7496;
Priori;2;4;3180;
Luzzardi & Torosani;1;1;7497;
Patrice Scott;3;3;3869;
Posthumanscape;1;1;7498;
Russo & Fornara;1;1;7499;
Trey Awong;1;1;7500;
Hotaru Naru;1;1;7501;
Kamiji;1;1;7502;
Scott Grain;1;1;7503;
Enhanced Culture;1;1;7504;
Jimin Bayden;1;1;7505;
Peach;1;1;7506;
Sanya Rucker;1;1;7507;
Scardicchio & Ceo;1;1;7508;
Leeland Brunet;1;1;7509;
Norm Talley;1;1;7510;
KIM HUA;1;1;7511;
Basilisk Matador;1;1;7512;
Mister Cypha;1;1;7513;
Char Carr;1;1;7514;
Donadi & Laboudallon;1;1;7515;
Johnny D;1;1;7516;
Marcial Prine;1;1;7517;
Galactic;1;1;7518;
Mazzoleni & Praderi;1;1;7519;
Shakeelrazu;1;1;7520;
ETAL;1;1;7521;
Sny321;1;1;7522;
Mistee Stevens;1;1;7523;
Top Inner Circle;1;1;7524;
Gerard Penister PhD;1;1;7525;
Sun Shrine;1;1;7526;
acossa;1;1;7527;
Clotop;1;1;7528;
CCC DAO;1;1;7529;
Dream 2 Science;2;3;3870;
Pezzaioli & Tarnassi;1;1;7530;
Pmpboy;1;1;7531;
Murano & Platania;1;1;7532;
Drinkolino;1;1;7533;
WarnedAndHistory;1;1;7534;
Dj Spastastikus;1;1;7535;
Yovavh;1;1;7536;
Ozed Half;1;1;7537;
Dehboubi;1;1;7538;
Bonez MC;1;1;7539;
Amon Tobin;1;2;5015;
Guru Griff;4;4;3181;
The moon;1;1;7540;
Jaeden Camstra;2;2;5016;
miscél;1;1;7541;
Billy Hammer;1;1;7542;
mt. fujitive;1;1;7543;
.clouds;2;2;5017;
Kuranes;1;1;7544;
J.Folk;1;1;7545;
isaintjames;1;1;7546;
twit one;17;48;305;
Staysea;1;2;5018;
Enfant Sauvage;1;1;7547;
Rasco;1;9;1733;
Kev Brown;1;10;1575;
Bronze Nazareth;1;10;1576;
DJ Premier;13;85;154;
Infamous Mobb;1;6;2409;
Axel Boman Live at Secret Sessions Sedona 2.12.22_1285127779;1;1;7548;
Misled Children;1;2;5019;
J. Rawls;2;5;2738;
Large Professor;2;10;1577;
O.C.;3;14;1121;
Masta Killa;1;8;1922;
AZ;3;21;735;
Lord Finesse;3;19;819;
Blaq Poet;1;3;3871;
Mobb Deep;1;7;2147;
Panik;1;5;2739;
Diamond D;4;21;736;
Sadat X;1;8;1923;
Statik Selektah;2;14;1122;
Marley Marl;1;7;2148;
Nas;11;17;930;
Black Moon;3;14;1123;
Kool G Rap;1;5;2740;
The Notorious B.I.G.;1;6;2410;
Supernatural;1;4;3182;
"Royce da 5'9""";1;5;2741;
Cormega;2;12;1326;
Mic Geronimo;2;9;1734;
Grand Puba;1;3;3872;
50 Cent;1;6;2411;
Mood;1;5;2742;
EPMD;1;5;2743;
Erick Sermon;2;10;1578;
KRS-One;1;3;3873;
Smif-n-Wessun;1;5;2744;
Showbiz & A.G.;1;4;3183;
Sean Price;1;6;2412;
Snowgoons;1;7;2149;
Marco Polo;1;6;2413;
MF DOOM;1;4;3184;
Rockwilder;1;6;2414;
Will Sessions;1;4;3185;
Souls of Mischief;1;4;3186;
M.A.N.D.Y.;1;1;7549;
Paul Kalkbrenner;1;1;7550;
Bailey;1;1;7551;
Dynamic Syncopation;1;2;5020;
Wildcookie;5;14;1124;
Ladi6;1;1;7552;
Danilo Plessow;1;1;7553;
Major Force Productions;1;1;7554;
Cathetus b;2;2;5021;
Joy;2;12;1327;
Vladimir Rokovic;1;3;3874;
Capt. Raelene Gibbard;1;3;3875;
Venus the Viper;1;1;7555;
Tickles the Turkey;1;2;5022;
Klubbheads;1;1;7556;
Watcher Vulcan;1;1;7557;
Harper Williams;1;1;7558;
Aqualite;1;1;7559;
COEO;5;23;668;
dreamcastmoe;6;9;1735;
Dabeull;1;3;3876;
Stimulator Jones;4;5;2745;
Ivan Conti;2;6;2415;
Les Sins;1;3;3877;
Salami Rose Joe Louis;8;15;1046;
mar-feliz;1;1;7560;
Mista Savona;1;1;7561;
Papi Churro;1;14;1125;
Mademoiselle Sabah;4;13;1218;
N-Gynn;1;15;1047;
Bay Ledges;3;4;3187;
Guohan;18;34;426;
Beanfield;3;4;3188;
Mozez;1;1;7562;
daste.;1;1;7563;
Kenny Beats;2;2;5023;
Duñe;2;6;2416;
FACESOUL;5;6;2417;
St. Panther;1;1;7564;
izy;2;5;2746;
Kirby;1;19;820;
Tep No;1;2;5024;
cero ismael;1;1;7565;
Palm Skin Productions;1;3;3878;
Jones;1;1;7566;
GAIDAA;1;2;5025;
Collard;1;1;7567;
Aaron London;1;1;7568;
Ella Grace;11;23;669;
okaywill;1;2;5026;
Joshua Idehen;2;15;1048;
David Naegele;5;82;158;
Tom Doolie;1;1;7569;
Sidibe;1;1;7570;
Underground Canopy;7;16;990;
Greg Spero;8;16;991;
MXXWLL;1;1;7571;
Sam Wills;1;1;7572;
Flwr Chyld;1;1;7573;
Michael Benedikt;2;8;1924;
Marcus Strickland;1;1;7574;
Anomalie;1;1;7575;
Bongeziwe Mabandla;1;2;5027;
Morgan Szymanski;1;1;7576;
John D. Curnow;1;2;5028;
Contour;2;9;1736;
Cktrl;4;9;1737;
Lexx;2;7;2150;
Silvan Strauss;4;12;1328;
Dego;1;1;7577;
Patrick Hunt;1;1;7578;
Holy Hydrogen;1;1;7579;
Deepspace;1;2;5029;
Rayana Jay;1;1;7580;
King Canyon;1;1;7581;
Tora;1;1;7582;
Chet Faker;1;1;7583;
Flow Sadico;1;2;5030;
Les Amazones d'Afrique;1;2;5031;
Krak In Dub;1;2;5032;
Andrea Benini;12;13;1219;
Estrada Poznańska;1;1;7584;
The Rural Alberta Advantage;1;1;7585;
Evan Klar;1;1;7586;
Moglii;1;1;7587;
The Wiseguys;1;1;7588;
Leroy Hutson;6;27;545;
Willie Wright;1;1;7589;
Joan Bibiloni;2;6;2418;
Willie Bobo;7;21;737;
Fatback Band;4;8;1925;
La Tromba;1;1;7590;
Cloud One;1;2;5033;
Sharon Revoal;1;4;3189;
Split Decision Band;1;3;3879;
Nohelani Cypriano;1;4;3190;
Archie Whitewater;1;1;7591;
Barbara St Clair;1;2;5034;
Zammuto;1;12;1329;
Dizzy Gillespie;1;2;5035;
Gene Ammons;1;2;5036;
Johnny Pate;2;2;5037;
Hampton Hawes;1;1;7592;
Mongo Santamaria;3;3;3880;
Ray Parker Jr.;1;1;7593;
Tania Maria;1;1;7594;
Michel Sardaby;1;1;7595;
The Beginning Of The End;2;2;5038;
Tom Scott & The L.A. Express;1;1;7596;
Catalyst;1;1;7597;
Candido;1;1;7598;
Young-Holt Unlimited;1;1;7599;
Johnny Lytle;1;1;7600;
Jon Lucien;1;8;1926;
Nabihah Iqbal;13;76;173;
Pure X;1;1;7601;
Automatic;1;1;7602;
Laura Groves;1;1;7603;
Jasper Tygner;3;3;3881;
Drama;1;1;7604;
Obli;2;2;5039;
Duskus;1;18;872;
Franc Moody;5;11;1452;
Everything But the Girl;1;1;7605;
Sound Quelle;1;1;7606;
Khazali;1;1;7607;
Gilligan Moss;2;2;5040;
Mild Minds;2;2;5041;
Angelo Ferreri;1;1;7608;
Francis James;1;3;3882;
James Brown;2;4;3191;
Sunbear;1;1;7609;
Cymande;4;6;2419;
Chocolate Milk;2;3;3883;
Roy Ayers Ubiquity;3;8;1927;
Jerry Blacksheer;1;1;7610;
Billy Paul;2;2;5042;
Wizdom;1;2;5043;
The Reality Band and Show;1;1;7611;
Pamoja;1;3;3884;
Oro;1;14;1126;
A Brief Encounter;1;3;3885;
Womack & Womack;2;3;3886;
Sarah Webster Fabio;1;3;3887;
Average White Band;1;2;5044;
Patti Jo;1;2;5045;
James Mason;1;2;5046;
Samuel Jonathan Johnson;1;2;5047;
African Music Machine;1;1;7612;
Usje Sukatma;1;2;5048;
Mark Capanni;1;2;5049;
Jaki Whitren;1;1;7613;
Jim Spencer;1;1;7614;
Deep Heat;1;1;7615;
Milton Wright;3;5;2747;
94 East;1;2;5050;
Connie Laverne;1;1;7616;
Stevens & Fosters;1;1;7617;
Kalima;1;3;3888;
Millie Jackson;1;2;5051;
Sisters Love;1;1;7618;
Rotary Connection;1;1;7619;
The Edge Of Daybreak;1;1;7620;
Tommy Mcgee;1;1;7621;
Aaron Broomfield;1;2;5052;
The Willow Band;1;1;7622;
Raw Soul Express;1;1;7623;
Jack Jacobs;1;1;7624;
Fred Aucagos;1;1;7625;
Imagination;1;1;7626;
Patrick Holland;10;14;1127;
Daniela La Luz;1;10;1579;
Dukwa;1;1;7627;
Tell;5;14;1128;
p-rallel;2;2;5053;
Marvin Gaye;2;3;3889;
Blue Mitchell;8;34;427;
Roy Ayers;2;2;5054;
Kellee Patterson;1;1;7628;
Harry Mosco;1;1;7629;
3 Pieces;1;2;5055;
Tee Mac;1;1;7630;
camerøn;1;1;7631;
The Salsoul Orchestra;1;1;7632;
24 Carat Black;1;1;7633;
Julie Fogany;1;1;7634;
Zo!;3;5;2748;
João Deogracias;1;1;7635;
Diggs Duke;2;3;3890;
Eliza Rose;1;3;3891;
Paradise presents Afrikali;1;10;1580;
Snarky Puppy;1;1;7636;
The Teskey Brothers;1;1;7637;
Slowly Rolling Camera;2;8;1928;
Z-Formation;1;8;1929;
Turntable Terror Trax;1;8;1930;
Hanna;3;9;1738;
Ronin;1;9;1739;
Chris Brann;1;7;2151;
Miquifaye;1;7;2152;
Raymond Castoldi;1;6;2420;
Psychedelic Research Lab;2;8;1931;
Deep Sided;1;5;2749;
Joshua;1;7;2153;
The Element;1;5;2750;
Byron Burke Presents Komputer Kidz;1;6;2421;
Dana Kelley aka Dr. Pompeii;1;5;2751;
Brothers Of The Undergound;1;11;1453;
The Logic Box;1;5;2752;
Juzu a.k.a. Moochy;1;8;1932;
Morada;1;4;3192;
Box Clever;1;4;3193;
sound clash republic;2;13;1220;
JD Hall;1;4;3194;
Fantastic Man;2;4;3195;
Jon Sable;6;14;1129;
Yeshua Hedley;2;2;5056;
Da Real Edward;1;1;7638;
Playin' 4 the City;5;12;1330;
DJ SUNSO;1;1;7639;
Black Loops;2;2;5057;
Pom Dérignon;1;1;7640;
The Angel Owls;1;1;7641;
Urulu;1;1;7642;
Crystal Waters;1;1;7643;
One Man Mills;1;1;7644;
One Zillion Cats;1;1;7645;
mimetic64;1;1;7646;
Ceriali & Celia;1;1;7647;
Sailing Dolls;1;1;7648;
Towel Attack;1;1;7649;
My LIght;1;1;7650;
Arkadii Kaplan;1;1;7651;
Jamal Olson;1;1;7652;
Monkyee;1;1;7653;
Rihanna Murillo;1;1;7654;
Lee Rodriguez;2;6;2422;
gs angel;1;1;7655;
Alexander Mattnz;1;1;7656;
Lynda Dawn;3;3;3892;
Cruza;2;2;5058;
Anna Wise;2;2;5059;
Terrace Martin;1;1;7657;
April + VISTA;8;41;355;
James Tillman;2;10;1581;
The Growth Eternal;6;8;1933;
B. Cool-Aid;2;2;5060;
keiyaA;3;3;3893;
MMYYKK;2;2;5061;
Pink Siifu;1;1;7658;
George Riley;3;4;3196;
Demae;2;2;5062;
Jamael Dean;1;1;7659;
Cleo Sol;1;1;7660;
Anaiis;4;7;2154;
Peyton;1;1;7661;
mejiwahn;2;2;5063;
Hiatus Kaiyote;3;5;2753;
Standing On The Corner;1;1;7662;
Allysha Joy;8;17;931;
Brous One;1;1;7663;
Rioleval;1;1;7664;
The Weepies;1;9;1740;
Ondatrópica;15;49;301;
Raúl Monsalve y los Forajidos;4;13;1221;
Calypso Rose;1;1;7665;
Balvina Ramos;1;1;7666;
Guazú;1;1;7667;
Nación Ekeko;1;1;7668;
CUMBIASOUND;1;1;7669;
Mystery Wind;1;1;7670;
Be Svendsen;4;6;2423;
Sahalé;8;24;629;
Glen Velez;1;1;7671;
yeahman;1;1;7672;
Walther;1;6;2424;
Samarana;1;1;7673;
Nato (FR);1;1;7674;
S-Tone Inc.;1;2;5064;
Chris Dave and the Drumhedz;1;1;7675;
Baril;1;1;7676;
AKRMX;1;1;7677;
Anthonius;1;1;7678;
Pahua;1;1;7679;
Just a Band;1;1;7680;
Malphino;1;1;7681;
Lorenzo Morresi;3;6;2425;
Nacho Maldonado;3;19;821;
Mos Def;3;4;3197;
Quakers;1;3;3894;
B Selekt;1;12;1331;
Dalton;1;1;7682;
System Olympia;5;11;1454;
Sebra Cruz;12;30;487;
Joseph Haydn;5;9;1741;
Sunpalace;1;12;1332;
Penny Goodwin;1;2;5065;
Guess What;2;8;1934;
Air;4;15;1049;
Carlos Niño;4;9;1742;
Misha Panfilov;4;12;1333;
Spirit Of Sundaze Ensemble;1;8;1935;
Pablo Fierro;1;5;2754;
Placebo;2;4;3198;
Joris Voorn;1;1;7683;
Aja Monet;14;27;546;
Rebles;1;3;3895;
Mr Twin Sister;1;2;5066;
Calibre;14;14;1130;
Gilles Peterson;1;1;7684;
The Jazzual Suspects;1;1;7685;
Bendik Giske;1;1;7686;
Against All Logic;2;2;5067;
Colloboh;2;7;2155;
Jassbusters;1;4;3199;
Sunbörn;2;24;630;
Elkin & Nelson;9;25;598;
Idrissa Soumaoro;4;18;873;
Jaimie Branch;1;5;2755;
Mid Ground;1;4;3200;
Asta Hiroki;2;8;1936;
Pino Palladino;3;17;932;
Muito Kaballa;11;37;395;
La Bellini;1;9;1743;
Earth Girl Helen Brown;5;9;1744;
Jembaa Groove;5;23;670;
Kuzich;2;20;769;
Naima Bock;7;22;702;
Daniel Villarreal;5;15;1050;
Der Räuber und der Prinz;1;7;2156;
Camilla George;3;7;2157;
||||||||||||||||||||;4;13;1222;
Isis;1;3;3896;
BLO;1;3;3897;
Saine;1;11;1455;
Akusmi;4;14;1131;
The Rwenzori's;1;11;1456;
Animanz;1;3;3898;
Pierre Daven-Keller;1;14;1132;
Idris Ackamoor;3;16;992;
flatpocket;9;11;1457;
Joe Dukie;1;2;5068;
Marxist Love Disco Ensemble;2;7;2158;
Kiyoshi Yamaya;2;3;3899;
Rogê;2;4;3201;
muva of Earth;3;11;1458;
Underground System;3;13;1223;
Stefano Torossi;1;1;7687;
Orgone;2;3;3900;
Gabriel Gifford;2;3;3901;
Duke Pearson;1;2;5069;
Tex;1;15;1051;
The Fantasy;1;2;5070;
DāM-FunK;2;4;3202;
Hanah;1;2;5071;
Magic Source;1;9;1745;
Dos Santos;1;2;5072;
Leland Whitty;1;1;7688;
Felix Raphael;1;2;5073;
EABS;10;22;703;
Fridge;1;1;7689;
Me & George;1;1;7690;
Joel Holmes;3;5;2756;
Angelo Cruzman;2;2;5074;
Das Ende der Liebe;1;1;7691;
M. D. PALLAVI;4;13;1224;
The Free Label;1;1;7692;
Niji;2;8;1937;
Ouhana;2;2;5075;
Barnt;1;1;7693;
Portugal. The Man;1;1;7694;
ASICS EMEA;1;1;7695;
Elaine Howley;2;9;1746;
TARA LILY;2;2;5076;
Junior Delahaye;1;1;7696;
Waan;1;1;7697;
Şatellites;2;2;5077;
Nicholas Britell;6;6;2426;
Bob Dylan;2;2;5078;
Al Hudson And The Partners;1;6;2427;
DJ PETER G.;1;1;7698;
Woolfy;1;6;2428;
Hans Ole Thers;1;1;7699;
Thomas de Pourquery;2;13;1225;
J.Lamotta;1;2;5079;
pool boy;3;7;2159;
Parquet Courts;1;2;5080;
Thepporn Petchubon;1;3;3902;
César Camargo Mariano;1;2;5081;
Ait Meslayene;1;2;5082;
Rokia Koné;10;39;376;
Nico Mauskovic;1;2;5083;
Lewis Taylor;1;3;3903;
Fantasy 15;1;2;5084;
Ian Finkelstein;2;6;2429;
One Blood;2;14;1133;
Союз;4;9;1747;
Shelton Kilby;1;1;7700;
Beastie Boys;1;1;7701;
pølaroit;1;7;2160;
Gboyega Adelaja;1;1;7702;
Priya Ragu;1;6;2430;
STAPLES JR. SINGERS;1;1;7703;
Zeb;1;8;1938;
The Heshoo Beshoo Group;1;1;7704;
The Ogyatanaa Show Band;1;3;3904;
gabriel da rosa;2;3;3905;
Anadol;2;4;3203;
Telefís;1;1;7705;
K.O.G;2;3;3906;
Mário Rui Silva;2;11;1459;
coco maria;1;4;3204;
Joan as Police Woman;1;2;5085;
Floating World Pictures;1;2;5086;
Tim Bernardes;1;1;7706;
SOIL & “PIMP” SESSIONS;1;1;7707;
Jorge Ben;1;2;5087;
Caterina Barbieri;1;2;5088;
Miho Hatori;1;10;1582;
Fai Baba;1;2;5089;
Ignacio Maria Gomez;10;93;137;🇦🇷 AR
Sai Galaxy;1;4;3205;
Beirut;1;4;3206;
Cinnamon Soulettes;1;2;5090;
Camarão Orkestra;1;4;3207;
Wax Machine;3;13;1226;
Manuel Göttsching;1;3;3907;
Rose Juam;1;3;3908;
Rahill;2;7;2161;
Anteloper;1;2;5091;
The Free Music;1;3;3909;
Native Soul;1;1;7708;
Léa Sen;1;2;5092;
Lady Wray;2;7;2162;
Ben Lamar Gay;3;7;2163;
Sign Libra;7;26;571;
Bembeya Jazz National;1;1;7709;
Curtis Harding;2;3;3910;
Zakir Hussain;1;2;5093;
Anna;2;4;3208;
Ash Walker;5;17;933;
Georg Friedrich Händel;3;3;3911;
Giovanni Girolamo Kapsberger;1;1;7710;
Hans Werner Henze;1;1;7711;
Desire Marea;1;2;5094;
Moiré;1;2;5095;
Underworld;2;4;3209;
General Ehi Duncan;1;1;7712;
Dawuna;2;4;3210;
Tone;1;1;7713;
Kolinga;2;4;3211;
Family Choice;1;2;5096;
Meshell Ndegeocello;2;3;3912;
Piero Umiliani;4;11;1460;
Capinera;2;2;5097;
João Selva;2;5;2757;
afrodesia;1;1;7714;
Tomu DJ;1;9;1748;
Matthew Shipp;1;1;7715;
Amazones de Guinee;1;1;7716;
Evinha;1;1;7717;
Neno Exporta Som;1;1;7718;
Alípio Martins;1;1;7719;
Lemos e Debétio;1;1;7720;
Barbosa;1;1;7721;
Sameed;2;11;1461;
tapioca;12;38;387;
Wild Fire;1;1;7722;
Raz & Afla;1;1;7723;
Angel Rada;1;4;3212;
Miso Extra;1;10;1583;
Ibibio Sound Machine;3;11;1462;
Willie Griffin;1;10;1584;
Cujo;1;5;2758;
Fernanda Abreu;1;3;3913;
bad tuner;22;123;81;🇺🇸 US
Chronixx;1;5;2759;
Ela Minus;1;4;3213;
Yoni Mayraz;2;7;2164;
Thoma;8;23;671;
Teaspoon & the Waves;1;8;1939;
Nico Gomez And His Afro Percussion Inc.;1;9;1749;
Geoffrey Landers;2;6;2431;
Yvonne Archer;1;4;3214;
ERA C;1;1;7724;
Lean Low;2;13;1227;
Jason Hersco;2;2;5098;
Inkswel;3;3;3914;
Ten City;1;1;7725;
Boston Bun;1;1;7726;
Desire;1;1;7727;
Feiertag;20;56;263;
Andras Fox;1;2;5099;
Keith & Tex;1;1;7728;
Bob Andy;1;1;7729;
Hollie Cook;2;2;5100;
Susan Cadogan;1;2;5101;
Cecile Campbell;1;1;7730;
Junior Murvin;1;1;7731;
Carlton & The Shoes;1;2;5102;
Joya Landis;1;1;7732;
Astrud Gilberto;1;1;7733;
Stranger Cole;1;1;7734;
Lloyd Charmers;1;1;7735;
Johnny Osbourne;1;1;7736;
Al Barry;1;1;7737;
Soul Revivers;2;8;1940;
Nora Dean;1;2;5103;
Derun;1;2;5104;
Shabason & Krgovich;2;6;2432;
tony njoku;4;7;2165;
T-Power vs. MK Ultra;1;2;5105;
Afro Cult Foundation;1;2;5106;
Jasmine Myra;10;19;822;
Albertine Sarges;1;3;3915;
Hampshire & Foat;3;7;2166;
Gilberto Gil;1;2;5107;
Not Waving;1;1;7738;
Spencer Cullum;1;2;5108;
Au Suisse;1;4;3215;
Mato;1;10;1585;
Brain Damage;1;1;7739;
Dawn Penn;2;2;5109;
Erasmo Carlos;1;1;7740;
Mashti;1;2;5110;
PAAX (Tulum);2;4;3216;
SONYA SPENCE;1;10;1586;
The Hempolics;1;1;7741;
Passion Coco;1;1;7742;
Lyn Christopher;1;1;7743;
The Eternals;1;1;7744;
Hraach;2;2;5111;
Jenny Lewis;11;18;874;
Jim;3;4;3217;
Soul Supreme;2;5;2760;
Bodikhuu;3;13;1228;
African Head Charge;13;29;506;
The Soul Surfers;3;5;2761;
Fallon Jennings;1;1;7745;
The Greg Foat Group;1;1;7746;
Kieran Hebden;1;3;3916;
Al Charles;1;1;7747;
Orquestra E Coro Som Livre;1;2;5112;
GODriguez;1;2;5113;
Alek Lee;1;1;7748;
Typesun;1;4;3218;
4hero;1;1;7749;
Jack Essek;1;1;7750;
Kai Campos;1;1;7751;
Sven Väth;1;1;7752;
DunDunDun;3;6;2433;
KOLUMBO;1;2;5114;
DOUAA;1;2;5115;
Roméo Poirier;4;5;2762;
Love Joys;1;2;5116;
Nongoma;1;2;5117;
Cain;1;2;5118;
Peter King;1;1;7753;
Muchos Plus;1;1;7754;
Takeshi's Cashew;2;3;3917;
Mangabey;1;1;7755;
Whoarei;1;1;7756;
Lucas Santtana;1;2;5119;
Conroy Smith;1;1;7757;
citron citron;1;1;7758;
LX72;1;3;3918;
José Carlos Schwarz & Le Cobiana Djazz;1;1;7759;
Dip In The Dub;1;1;7760;
Haich Ber Na;1;1;7761;
Limousine;2;11;1463;
Luther davis;1;1;7762;
Lynn Avery;4;13;1229;
Santaka;1;1;7763;
St Francis Hotel;2;8;1941;
Kenny Segal;1;1;7764;
Van Hai;1;1;7765;
Shirley Nanette;1;2;5120;
Horace Andy;1;1;7766;
Okonski;8;34;428;
Men I Trust;3;3;3919;
Sababa 5;11;26;572;
The MFA;2;7;2167;
Meta.83;1;4;3219;
Jake Fairley;1;4;3220;
Zeta Reticula;2;3;3920;
Petter;1;2;5121;
Baby Ford & The Ifach Collective;1;2;5122;
Avus;1;1;7767;
DJ ESP;1;1;7768;
Jase From Outta Space;1;1;7769;
Travis Biggs;7;13;1230;
N'Gou Bagayoko;10;15;1052;
Wagon Christ;1;2;5123;
Phairo;1;2;5124;
Born At Midnite;1;2;5125;
Capitol 1212;1;2;5126;
Raghd;1;2;5127;
Joss Moog;4;13;1231;
Datassette;4;24;631;
Phil Kieran;1;2;5128;
Congotronics International;1;2;5129;
Oan Kim;1;2;5130;
Loris;1;2;5131;
Cornershop;1;2;5132;
foshe;8;22;704;
Headache;3;18;875;
Arc De Soleil;6;9;1750;
Keith Hudson;1;2;5133;
Flaer;4;10;1587;
jura soundsystem;2;7;2168;
Luis Navidad;1;2;5134;
Nat Home;1;2;5135;
Alan Tew;1;2;5136;
Speakers Corner Quartet;37;49;302;
Kyle McEvoy;8;10;1588;
Minihi;1;1;7770;
Soul Sugar;1;3;3921;
